time,/current_tether_length,/enc_left_vel,/enc_right_vel,/target_tether_length,tether_error
0.0,0.9370338916778564,0.0,0.0,0.9315199851989746,-0.5513906478881836
0.010335445404052734,0.9369167685508728,0.0,0.0,0.9315199851989746,-0.5396783351898193
0.010774374008178711,0.9369167685508728,0.0,0.0,0.9315199851989746,-0.5396783351898193
0.010797500610351562,0.9369167685508728,0.0,0.0,0.9315199851989746,-0.5396783351898193
0.011246681213378906,0.9369167685508728,0.0,0.0,0.9315199851989746,-0.5396783351898193
0.014942169189453125,0.9369167685508728,0.0,0.0,0.9315199851989746,-0.5396783351898193
0.020099878311157227,0.936785101890564,0.0,0.0,0.9315199851989746,-0.5265116691589355
0.025036096572875977,0.936785101890564,0.0,0.0,0.9315199851989746,-0.5265116691589355
0.030086517333984375,0.9366214871406555,0.0,0.0,0.9315199851989746,-0.5101501941680908
0.03329062461853027,0.9366214871406555,0.0,0.0,0.9315199851989746,-0.5101501941680908
0.033298492431640625,0.9366214871406555,0.0,0.0,0.9315199851989746,-0.5101501941680908
0.03506827354431152,0.9366214871406555,0.0,0.0,0.9315199851989746,-0.5101501941680908
0.040090322494506836,0.9364336133003235,0.0,0.0,0.9315199851989746,-0.4913628101348877
0.04530835151672363,0.9364336133003235,0.0,0.0,0.9315199851989746,-0.4913628101348877
0.05022072792053223,0.9362289905548096,0.0,0.0,0.9315199851989746,-0.4709005355834961
0.05579233169555664,0.9362289905548096,0.0,0.0,0.9315199851989746,-0.4709005355834961
0.060504913330078125,0.9360120296478271,0.0,0.0,0.9315199851989746,-0.4492044448852539
0.06632733345031738,0.9360120296478271,0.0,0.0,0.9315199851989746,-0.4492044448852539
0.06667137145996094,0.9360120296478271,0.0,0.0,0.9315199851989746,-0.4492044448852539
0.06758832931518555,0.9360120296478271,0.0,0.0,0.9315199851989746,-0.4492044448852539
0.07051467895507812,0.9358041286468506,0.0,0.0,0.9315199851989746,-0.42841434478759766
0.07505464553833008,0.9358041286468506,0.0,0.0,0.9315199851989746,-0.42841434478759766
0.08011555671691895,0.9356022477149963,0.0,0.0,0.9315199851989746,-0.40822625160217285
0.08479499816894531,0.9356022477149963,0.0,0.0,0.9315199851989746,-0.40822625160217285
0.09004378318786621,0.9354177713394165,0.0,0.0,0.9315199851989746,-0.38977861404418945
0.0959174633026123,0.9354177713394165,0.0,0.0,0.9315199851989746,-0.38977861404418945
0.09838318824768066,0.9354177713394165,0.0,0.0,0.9315199851989746,-0.38977861404418945
0.10001182556152344,0.9352587461471558,0.0,0.0,0.9315199851989746,-0.37387609481811523
0.10021328926086426,0.9352587461471558,0.0,0.0,0.9315199851989746,-0.37387609481811523
0.10505557060241699,0.9352587461471558,0.0,0.0,0.9315199851989746,-0.37387609481811523
0.11035513877868652,0.9351134300231934,0.0,0.0,0.9315199851989746,-0.359344482421875
0.1151423454284668,0.9351134300231934,0.0,0.0,0.9315199851989746,-0.359344482421875
0.12007284164428711,0.9349910616874695,0.0,0.0,0.9315199851989746,-0.3471076488494873
0.12482976913452148,0.9349910616874695,0.0,0.0,0.9315199851989746,-0.3471076488494873
0.1301589012145996,0.9348888397216797,0.0,0.0,0.9315199851989746,-0.3368854522705078
0.13208937644958496,0.9348888397216797,0.0,0.0,0.9315199851989746,-0.3368854522705078
0.13353323936462402,0.9348888397216797,0.0,0.0,0.9315199851989746,-0.3368854522705078
0.1345672607421875,0.9348888397216797,0.0,0.0,0.9315199851989746,-0.3368854522705078
0.14011883735656738,0.9348273277282715,0.0,0.0,0.9315199851989746,-0.3307342529296875
0.14476513862609863,0.9348273277282715,0.0,0.0,0.9315199851989746,-0.3307342529296875
0.15043282508850098,0.9347952008247375,0.0,0.0,0.9315199851989746,-0.32752156257629395
0.15587544441223145,0.9347952008247375,0.0,0.0,0.9315199851989746,-0.32752156257629395
0.16083121299743652,0.9347736835479736,0.0,0.0,0.9315199851989746,-0.32536983489990234
0.16543960571289062,0.9347736835479736,0.0,0.0,0.9315199851989746,-0.32536983489990234
0.16546988487243652,0.9347736835479736,0.0,0.0,0.9315199851989746,-0.32536983489990234
0.16649627685546875,0.9347736835479736,0.0,0.0,0.9315199851989746,-0.32536983489990234
0.17057466506958008,0.9347826838493347,0.0,0.0,0.9315199851989746,-0.32626986503601074
0.17507123947143555,0.9347826838493347,0.0,0.0,0.9315199851989746,-0.32626986503601074
0.18102693557739258,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.1861131191253662,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.19120240211486816,0.9347741007804871,0.0,0.0,0.9315199851989746,-0.3254115581512451
0.19522404670715332,0.9347741007804871,0.0,0.0,0.9315199851989746,-0.3254115581512451
0.19928789138793945,0.9347741007804871,0.0,0.0,0.9315199851989746,-0.3254115581512451
0.19995594024658203,0.9347741007804871,0.0,0.0,0.9315199851989746,-0.3254115581512451
0.20049333572387695,0.934777557849884,0.0,0.0,0.9315199851989746,-0.3257572650909424
0.2057640552520752,0.934777557849884,0.0,0.0,0.9315199851989746,-0.3257572650909424
0.210282564163208,0.9347738027572632,0.0,0.0,0.9315199851989746,-0.3253817558288574
0.21583342552185059,0.9347738027572632,0.0,0.0,0.9315199851989746,-0.3253817558288574
0.22037029266357422,0.9347760081291199,0.0,0.0,0.9315199851989746,-0.32560229301452637
0.22583842277526855,0.9347760081291199,0.0,0.0,0.9315199851989746,-0.32560229301452637
0.2305736541748047,0.9347728490829468,0.0,0.0,0.9315199851989746,-0.3252863883972168
0.23311853408813477,0.9347728490829468,0.0,0.0,0.9315199851989746,-0.3252863883972168
0.23356103897094727,0.9347728490829468,0.0,0.0,0.9315199851989746,-0.3252863883972168
0.23522329330444336,0.9347728490829468,0.0,0.0,0.9315199851989746,-0.3252863883972168
0.2402193546295166,0.9347730875015259,0.0,0.0,0.9315199851989746,-0.32531023025512695
0.24585533142089844,0.9347730875015259,0.0,0.0,0.9315199851989746,-0.32531023025512695
0.2499091625213623,0.9347730875015259,0.0,0.0,0.9315199851989746,-0.32531023025512695
0.25801753997802734,0.9347730875015259,0.0,0.0,0.9315199851989746,-0.32531023025512695
0.26647114753723145,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.26709985733032227,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.26766014099121094,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.2687091827392578,0.9347729682922363,0.0,0.0,0.9315199851989746,-0.3252983093261719
0.2728407382965088,0.9347631931304932,0.0,0.0,0.9315199851989746,-0.32432079315185547
0.2756309509277344,0.9347631931304932,0.0,0.0,0.9315199851989746,-0.32432079315185547
0.28125834465026855,0.9347546696662903,0.0,0.0,0.9315199851989746,-0.3234684467315674
0.2858145236968994,0.9347546696662903,0.0,0.0,0.9315199851989746,-0.3234684467315674
0.2919037342071533,0.9347314834594727,0.0,0.0,0.9315199851989746,-0.3211498260498047
0.2954988479614258,0.9347314834594727,0.0,0.0,0.9315199851989746,-0.3211498260498047
0.3004164695739746,0.9347314834594727,0.0,0.0,0.9315199851989746,-0.3211498260498047
0.3004617691040039,0.9347314834594727,0.0,0.0,0.9315199851989746,-0.3211498260498047
0.3016343116760254,0.9347223043441772,0.0,0.0,0.9315199851989746,-0.32023191452026367
0.3065311908721924,0.9347223043441772,0.0,0.0,0.9315199851989746,-0.32023191452026367
0.31173110008239746,0.9346908926963806,0.0,0.0,0.9315199851989746,-0.3170907497406006
0.315840482711792,0.9346908926963806,0.0,0.0,0.9315199851989746,-0.3170907497406006
0.3215346336364746,0.9346807599067688,0.0,0.0,0.9315199851989746,-0.31607747077941895
0.32581329345703125,0.9346807599067688,0.0,0.0,0.9315199851989746,-0.31607747077941895
0.331512451171875,0.9346691370010376,0.0,0.0,0.9315199851989746,-0.31491518020629883
0.33248424530029297,0.9346691370010376,0.0,0.0,0.9315199851989746,-0.31491518020629883
0.3331758975982666,0.9346691370010376,0.0,0.0,0.9315199851989746,-0.31491518020629883
0.3358016014099121,0.9346691370010376,0.0,0.0,0.9315199851989746,-0.31491518020629883
0.341402530670166,0.9346590042114258,0.0,0.0,0.9315199851989746,-0.3139019012451172
0.3454251289367676,0.9346590042114258,0.0,0.0,0.9315199851989746,-0.3139019012451172
0.35155630111694336,0.9346577525138855,0.0,0.0,0.9315199851989746,-0.31377673149108887
0.3569622039794922,0.9346577525138855,0.0,0.0,0.9315199851989746,-0.31377673149108887
0.3611454963684082,0.9346526265144348,0.0,0.0,0.9315199851989746,-0.3132641315460205
0.3654799461364746,0.9346526265144348,0.0,0.0,0.9315199851989746,-0.3132641315460205
0.36722302436828613,0.9346526265144348,0.0,0.0,0.9315199851989746,-0.3132641315460205
0.36725282669067383,0.9346526265144348,0.0,0.0,0.9315199851989746,-0.3132641315460205
0.3707728385925293,0.9346579909324646,0.0,0.0,0.9315199851989746,-0.313800573348999
0.3759937286376953,0.9346579909324646,0.0,0.0,0.9315199851989746,-0.313800573348999
0.3812432289123535,0.9346447587013245,0.0,0.0,0.9315199851989746,-0.31247735023498535
0.3860461711883545,0.9346447587013245,0.0,0.0,0.9315199851989746,-0.31247735023498535
0.3910973072052002,0.9346348643302917,0.0,0.0,0.9315199851989746,-0.31148791313171387
0.3955683708190918,0.9346348643302917,0.0,0.0,0.9315199851989746,-0.31148791313171387
0.3996560573577881,0.9346348643302917,0.0,0.0,0.9315199851989746,-0.31148791313171387
0.4003887176513672,0.9346348643302917,0.0,0.0,0.9315199851989746,-0.31148791313171387
0.4009561538696289,0.9346240162849426,0.0,0.0,0.9315199851989746,-0.31040310859680176
0.40633368492126465,0.9346240162849426,0.0,0.0,0.9315199851989746,-0.31040310859680176
0.41150569915771484,0.9346117973327637,0.0,0.0,0.9315199851989746,-0.30918121337890625
0.41548943519592285,0.9346117973327637,0.0,0.0,0.9315199851989746,-0.30918121337890625
0.42073965072631836,0.9345912337303162,0.0,0.0,0.9315199851989746,-0.3071248531341553
0.42577219009399414,0.9345912337303162,0.0,0.0,0.9315199851989746,-0.3071248531341553
0.43084263801574707,0.9345719814300537,0.0,0.0,0.9315199851989746,-0.30519962310791016
